location,side_a,side_a_2nd,side_b,side_b_2nd,incompatibility,territory_name,cumulative_intensity,type_of_conflict,start_date,start_date2,ep_end,region
Israel,Government of Israel,,"Fatah, Hamas, PIJ",,1,Palestine,1,3,1948-05-15,2000-10-01,0,2
Israel,Government of Israel,,"Hamas, PIJ",,1,Palestine,1,3,1948-05-15,2000-10-01,0,2
Israel,Government of Israel,,"Hamas, PIJ",,1,Palestine,1,3,1948-05-15,2000-10-01,0,2
Israel,Government of Israel,,PIJ,,1,Palestine,1,3,1948-05-15,2000-10-01,0,2
Israel,Government of Israel,,"Hamas, PIJ",,1,Palestine,1,3,1948-05-15,2000-10-01,0,2
Israel,Government of Israel,,"Hamas, PIJ",,1,Palestine,1,3,1948-05-15,2000-10-01,1,2
Israel,Government of Israel,,"Hamas, PIJ",,1,Palestine,1,3,1948-05-15,2014-07-07,1,2
Israel,Government of Israel,,Hamas,,1,Palestine,1,3,1948-05-15,2018-04-12,0,2
Israel,Government of Israel,,PIJ,,1,Palestine,1,3,1948-05-15,2018-04-12,1,2
"North Korea, South Korea",Government of North Korea,,Government of South Korea,,1,Korea,0,2,1949-05-31,1949-05-31,0,3
"North Korea, South Korea",Government of North Korea,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,"Government of Australia, Government of Canada, Government of France, Government of Greece, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Korea,1,2,1949-05-31,1949-05-31,0,3
"North Korea, South Korea",Government of North Korea,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,"Government of Australia, Government of Belgium, Government of Canada, Government of Colombia, Government of Ethiopia, Government of France, Government of Greece, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Korea,1,2,1949-05-31,1949-05-31,0,3
"North Korea, South Korea",Government of North Korea,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,"Government of Australia, Government of Belgium, Government of Canada, Government of Colombia, Government of Ethiopia, Government of France, Government of Greece, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Korea,1,2,1949-05-31,1949-05-31,0,3
"North Korea, South Korea",Government of North Korea,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,"Government of Australia, Government of Belgium, Government of Canada, Government of Colombia, Government of Ethiopia, Government of France, Government of Greece, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Korea,1,2,1949-05-31,1949-05-31,1,3
China,Government of China,,Tibet,,1,Tibet,0,3,1950-10-07,1950-10-07,1,3
China,Government of China,,Tibet,,1,Tibet,1,3,1950-10-07,1956-05-31,1,3
China,Government of China,,Tibet,,1,Tibet,1,3,1950-10-07,1959-03-10,1,3
Indonesia,Government of Indonesia,,Republic of South Moluccas,,1,South Moluccas,1,3,1950-08-05,1950-08-05,1,3
United States of America,Government of United States of America,,Puerto Rican Nationalist Party,,1,Puerto Rico,0,1,1950-10-30,1950-10-30,1,5
"Egypt, United Kingdom",Government of Egypt,,Government of United Kingdom,,1,Suez,0,2,1951-10-18,1951-10-18,0,"1, 2"
"Egypt, United Kingdom",Government of Egypt,,Government of United Kingdom,,1,Suez,0,2,1951-10-18,1951-10-18,1,"1, 2"
Thailand,Government of Thailand,,Military faction (navy),,2,,0,3,1951-06-30,1951-06-30,1,3
Thailand,Government of Thailand,,CPT,,2,,1,3,1951-06-30,1974-10-31,0,3
Thailand,Government of Thailand,,CPT,,2,,1,3,1951-06-30,1974-10-31,0,3
Thailand,Government of Thailand,,CPT,,2,,1,3,1951-06-30,1974-10-31,0,3
Thailand,Government of Thailand,,CPT,,2,,1,3,1951-06-30,1974-10-31,0,3
Thailand,Government of Thailand,,CPT,,2,,1,3,1951-06-30,1974-10-31,0,3
Thailand,Government of Thailand,,CPT,,2,,1,3,1951-06-30,1974-10-31,0,3
Thailand,Government of Thailand,,CPT,,2,,1,3,1951-06-30,1974-10-31,0,3
Thailand,Government of Thailand,,CPT,,2,,1,3,1951-06-30,1974-10-31,0,3
Thailand,Government of Thailand,,CPT,,2,,1,3,1951-06-30,1974-10-31,1,3
Kenya,Government of United Kingdom,,Mau Mau,,1,Kenya,0,1,1952-10-22,1952-10-22,0,4
Kenya,Government of United Kingdom,,Mau Mau,,1,Kenya,1,1,1952-10-22,1952-10-22,0,4
Kenya,Government of United Kingdom,,Mau Mau,,1,Kenya,1,1,1952-10-22,1952-10-22,0,4
Kenya,Government of United Kingdom,,Mau Mau,,1,Kenya,1,1,1952-10-22,1952-10-22,0,4
Kenya,Government of United Kingdom,,Mau Mau,,1,Kenya,1,1,1952-10-22,1952-10-22,1,4
Cuba,Government of Cuba,,M-26-7,,2,,0,3,1953-07-26,1953-07-26,1,5
Cuba,Government of Cuba,,M-26-7,,2,,0,3,1953-07-26,1956-12-05,0,5
Cuba,Government of Cuba,,M-26-7,,2,,0,3,1953-07-26,1956-12-05,0,5
Cuba,Government of Cuba,,M-26-7,,2,,1,3,1953-07-26,1956-12-05,1,5
Cuba,Government of Cuba,,Cuban Revolutionary Council,Government of United States of America,2,,1,4,1953-07-26,1961-04-17,1,5
Indonesia,Government of Indonesia,,Darul Islam,,2,,1,3,1953-12-31,1953-12-31,1,3
Indonesia,Government of Indonesia,,"Darul Islam, Permesta Movement, PRRI",,2,,1,3,1953-12-31,1958-04-17,0,3
Indonesia,Government of Indonesia,,"Darul Islam, Permesta Movement, PRRI",,2,,1,3,1953-12-31,1958-04-17,0,3
Indonesia,Government of Indonesia,,"Darul Islam, Permesta Movement, PRRI",,2,,1,3,1953-12-31,1958-04-17,0,3
Indonesia,Government of Indonesia,,"Darul Islam, Permesta Movement, PRRI",,2,,1,3,1953-12-31,1958-04-17,1,3
Morocco,Government of France,,Istiqlal,,1,Morocco,0,1,1953-11-07,1953-11-07,0,4
Morocco,Government of France,,Istiqlal,,1,Morocco,0,1,1953-11-07,1953-11-07,0,4
Morocco,Government of France,,Istiqlal,,1,Morocco,0,1,1953-11-07,1953-11-07,0,4
Morocco,Government of France,,Istiqlal,,1,Morocco,0,1,1953-11-07,1953-11-07,1,4
Tunisia,Government of France,,National Liberation Army,,1,Tunisia,0,1,1953-04-30,1953-04-30,0,4
Tunisia,Government of France,,National Liberation Army,,1,Tunisia,0,1,1953-04-30,1953-04-30,0,4
Tunisia,Government of France,,National Liberation Army,,1,Tunisia,0,1,1953-04-30,1953-04-30,0,4
Tunisia,Government of France,,National Liberation Army,,1,Tunisia,0,1,1953-04-30,1953-04-30,1,4
Algeria,Government of France,,FLN,,1,Algeria,0,1,1954-11-01,1954-11-29,0,4
Algeria,Government of France,,"FLN , MNA",,1,Algeria,1,1,1954-11-01,1954-11-29,0,4
Algeria,Government of France,,"FLN , MNA",,1,Algeria,1,1,1954-11-01,1954-11-29,0,4
Algeria,Government of France,,"FLN , MNA",,1,Algeria,1,1,1954-11-01,1954-11-29,0,4
Algeria,Government of France,,FLN,,1,Algeria,1,1,1954-11-01,1954-11-29,0,4
Algeria,Government of France,,FLN,,1,Algeria,1,1,1954-11-01,1954-11-29,0,4
Algeria,Government of France,,FLN,,1,Algeria,1,1,1954-11-01,1954-11-29,0,4
Algeria,Government of France,,FLN,,1,Algeria,1,1,1954-11-01,1954-11-29,0,4
Algeria,Government of France,,FLN,,1,Algeria,1,1,1954-11-01,1954-11-29,1,4
Argentina,Government of Argentina,,"Military faction (forces of Eduardo A. Lonardi Doucet), Military faction (forces of Samuel Toranzo CalderÃ³n)",,2,,0,3,1955-06-16,1955-06-16,1,5
Argentina,Government of Argentina,,Military faction (colorados),,2,,0,3,1955-06-16,1963-04-02,1,5
Argentina,Government of Argentina,,ERP,,2,,0,3,1955-06-16,1974-08-11,0,5
Argentina,Government of Argentina,,"ERP, Montoneros",,2,,0,3,1955-06-16,1974-08-11,0,5
Argentina,Government of Argentina,,"ERP, Montoneros",,2,,1,3,1955-06-16,1974-08-11,0,5
Argentina,Government of Argentina,,"ERP, Montoneros",,2,,1,3,1955-06-16,1974-08-11,1,5
Cyprus,Government of United Kingdom,,EOKA,,1,Cyprus,0,1,1955-06-02,1955-06-02,0,1
Cyprus,Government of United Kingdom,,EOKA,,1,Cyprus,0,1,1955-06-02,1955-06-02,0,1
Cyprus,Government of United Kingdom,,EOKA,,1,Cyprus,0,1,1955-06-02,1955-06-02,0,1
Cyprus,Government of United Kingdom,,EOKA,,1,Cyprus,0,1,1955-06-02,1955-06-02,0,1
Cyprus,Government of United Kingdom,,EOKA,,1,Cyprus,0,1,1955-06-02,1955-06-02,1,1
South Vietnam,Government of South Vietnam,,FNL,,1,South Vietnam,1,3,1955-04-30,1955-04-30,0,3
South Vietnam,Government of South Vietnam,,FNL,,1,South Vietnam,1,3,1955-04-30,1955-04-30,0,3
South Vietnam,Government of South Vietnam,,FNL,,1,South Vietnam,1,3,1955-04-30,1955-04-30,0,3
South Vietnam,Government of South Vietnam,,FNL,,1,South Vietnam,1,3,1955-04-30,1955-04-30,0,3
South Vietnam,Government of South Vietnam,,FNL,,1,South Vietnam,1,3,1955-04-30,1955-04-30,0,3
South Vietnam,Government of South Vietnam,,FNL,,1,South Vietnam,1,3,1955-04-30,1955-04-30,0,3
South Vietnam,Government of South Vietnam,,FNL,,1,South Vietnam,1,3,1955-04-30,1955-04-30,0,3
South Vietnam,Government of South Vietnam,Government of United States of America,FNL,,1,South Vietnam,1,4,1955-04-30,1955-04-30,0,3
South Vietnam,Government of South Vietnam,Government of United States of America,FNL,,1,South Vietnam,1,4,1955-04-30,1955-04-30,0,3
South Vietnam,Government of South Vietnam,Government of United States of America,FNL,,1,South Vietnam,1,4,1955-04-30,1955-04-30,1,3
"Hungary, Russia (Soviet Union)",Government of Hungary,,Government of Russia (Soviet Union),,2,,1,2,1956-10-23,1956-10-23,1,1
India,Government of India,,NNC,,1,Nagaland,0,3,1955-07-20,1956-12-31,0,3
India,Government of India,,NNC,,1,Nagaland,0,3,1955-07-20,1956-12-31,0,3
India,Government of India,,NNC,,1,Nagaland,1,3,1955-07-20,1956-12-31,0,3
India,Government of India,,NNC,,1,Nagaland,1,3,1955-07-20,1956-12-31,1,3
India,Government of India,,NNC,,1,Nagaland,1,3,1955-07-20,1961-12-31,0,3
India,Government of India,,NNC,,1,Nagaland,1,3,1955-07-20,1961-12-31,0,3
India,Government of India,,NNC,,1,Nagaland,1,3,1955-07-20,1961-12-31,0,3
India,Government of India,,NNC,,1,Nagaland,1,3,1955-07-20,1961-12-31,0,3
India,Government of India,,NNC,,1,Nagaland,1,3,1955-07-20,1961-12-31,0,3
India,Government of India,,NNC,,1,Nagaland,1,3,1955-07-20,1961-12-31,0,3
India,Government of India,,NNC,,1,Nagaland,1,3,1955-07-20,1961-12-31,0,3
India,Government of India,,NNC,,1,Nagaland,1,3,1955-07-20,1961-12-31,1,3
India,Government of India,,NSCN-IM,,1,Nagaland,1,3,1955-07-20,1992-08-05,0,3
India,Government of India,,NSCN-IM,,1,Nagaland,1,3,1955-07-20,1992-08-05,0,3
India,Government of India,,NSCN-IM,,1,Nagaland,1,3,1955-07-20,1992-08-05,0,3
India,Government of India,,NSCN-IM,,1,Nagaland,1,3,1955-07-20,1992-08-05,0,3
India,Government of India,,NSCN-IM,,1,Nagaland,1,3,1955-07-20,1992-08-05,0,3
India,Government of India,,NSCN-IM,,1,Nagaland,1,3,1955-07-20,1992-08-05,1,3
India,Government of India,,NSCN-IM,,1,Nagaland,1,3,1955-07-20,2000-09-13,1,3
"Egypt, France, Israel, United Kingdom",Government of Egypt,,"Government of France, Government of Israel, Government of United Kingdom",,1,Suez,1,2,1956-10-31,1956-10-31,1,"1, 2"
Myanmar (Burma),Government of Myanmar (Burma),,KNPP,,1,Karenni,0,3,1957-12-31,1957-12-31,1,3
Myanmar (Burma),Government of Myanmar (Burma),,KNPP,,1,Karenni,0,3,1957-12-31,1987-12-31,1,3
Myanmar (Burma),Government of Myanmar (Burma),,KNPP,,1,Karenni,0,3,1957-12-31,1992-09-22,1,3
Myanmar (Burma),Government of Myanmar (Burma),,KNPP,,1,Karenni,0,3,1957-12-31,1996-03-06,1,3
Myanmar (Burma),Government of Myanmar (Burma),,KNPP,,1,Karenni,0,3,1957-12-31,2005-01-16,1,3
Cameroon,Government of France,,UPC,,1,Cameroon,0,1,1957-09-30,1957-09-30,0,4
Cameroon,Government of France,,UPC,,1,Cameroon,0,1,1957-09-30,1957-09-30,0,4
Cameroon,Government of France,,UPC,,1,Cameroon,0,1,1957-09-30,1957-09-30,1,4
"Honduras, Nicaragua",Government of Honduras,,Government of Nicaragua,,1,Common Border,0,2,1957-05-01,1957-05-01,1,5
"Mauritania, Morocco",Government of France,Government of Spain,NLA,,1,Morocco/Mauritania,0,1,1957-01-12,1957-01-12,0,4
"Mauritania, Morocco",Government of France,Government of Spain,NLA,,1,Morocco/Mauritania,0,1,1957-01-12,1957-01-12,1,4
"Mauritania, Morocco",Government of Spain,Government of France,NLA,,1,Morocco/Spanish territories,0,1,1957-11-23,1957-11-23,0,4
"Mauritania, Morocco",Government of Spain,Government of France,NLA,,1,Morocco/Spanish territories,0,1,1957-11-23,1957-11-23,1,4
Oman,Government of Oman,Government of United Kingdom,State of Oman/Free Oman,,1,Oman,0,4,1957-07-31,1957-07-31,1,2
Iraq,Government of Iraq,,Military faction (free Officers Movement),,2,,0,3,1958-07-14,1958-07-14,0,2
Iraq,Government of Iraq,,Military faction (forces of Abdul Wahab al-Shawaf),,2,,0,3,1958-07-14,1958-07-14,1,2
Iraq,Government of Iraq,,"Military faction (forces of Abd as-Salam Arif), NCRC",,2,,1,3,1958-07-14,1963-02-08,1,2
Iraq,Government of Iraq,,SCIRI,,2,,1,3,1958-07-14,1982-08-01,0,2
Iraq,Government of Iraq,,SCIRI,,2,,1,3,1958-07-14,1982-08-01,0,2
Iraq,Government of Iraq,,SCIRI,,2,,1,3,1958-07-14,1982-08-01,1,2
Iraq,Government of Iraq,,SCIRI,,2,,1,3,1958-07-14,1987-12-31,1,2
Iraq,Government of Iraq,,SCIRI,,2,,1,3,1958-07-14,1991-04-24,0,2
Iraq,Government of Iraq,,SCIRI,,2,,1,3,1958-07-14,1991-04-24,0,2
Iraq,Government of Iraq,,SCIRI,,2,,1,3,1958-07-14,1991-04-24,0,2
Iraq,Government of Iraq,,SCIRI,,2,,1,3,1958-07-14,1991-04-24,0,2
Iraq,Government of Iraq,,SCIRI,,2,,1,3,1958-07-14,1991-04-24,0,2
Iraq,Government of Iraq,,SCIRI,,2,,1,3,1958-07-14,1991-04-24,1,2
Iraq,Government of Iraq,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of Dominican Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Honduras, Government of Italy, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of Netherlands, Government of Nicaragua, Government of North Macedonia, Government of Norway, Government of Philippines, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of South Korea, Government of Spain, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America","al-Mahdi Army, Ansar al-Islam, IS",,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Italy, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of Netherlands, Government of North Macedonia, Government of Norway, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of South Korea, Government of Ukraine, Government of United Kingdom, Government of United States of America","Ansar al-Islam, IS, RJF",,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of North Macedonia, Government of Poland, Government of Romania, Government of Slovakia, Government of South Korea, Government of United Kingdom, Government of United States of America","Ansar al-Islam, IS, RJF",,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of North Macedonia, Government of Poland, Government of Romania, Government of Slovakia, Government of South Korea, Government of Tonga, Government of United Kingdom, Government of United States of America","al-Mahdi Army, Ansar al-Islam, IS, RJF",,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of North Macedonia, Government of Poland, Government of Romania, Government of South Korea, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America","al-Mahdi Army, IS",,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of Australia, Government of El Salvador, Government of Estonia, Government of United Kingdom, Government of United States of America",IS,,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,Government of United States of America,IS,,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,Government of United States of America,"Ansar al-Islam, IS",,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,,IS,,2,,1,3,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,,IS,,2,,1,3,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",IS,,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",IS,,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",IS,,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of Australia, Government of Belgium, Government of France, Government of Jordan, Government of Saudi Arabia, Government of United Kingdom, Government of United States of America",IS,,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of Australia, Government of Belgium, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Kingdom, Government of United States of America",IS,,2,,1,4,1958-07-14,2004-01-18,0,2
Iraq,Government of Iraq,"Government of France, Government of United Kingdom, Government of United States of America",IS,,2,,1,4,1958-07-14,2004-01-18,0,2
